700
1.000000e-02
-4.500056e-01	 -1.470277e-01	 7.673070e-01	 6.202793e-01	 -4.500058e-01
-4.500224e-01	 -1.471086e-01	 7.674772e-01	 6.203686e-01	 -4.500227e-01
-4.500501e-01	 -1.472430e-01	 7.677599e-01	 6.205169e-01	 -4.500504e-01
-4.500887e-01	 -1.474302e-01	 7.681537e-01	 6.207235e-01	 -4.500892e-01
-4.501381e-01	 -1.476701e-01	 7.686579e-01	 6.209879e-01	 -4.501385e-01
-4.501982e-01	 -1.479617e-01	 7.692709e-01	 6.213092e-01	 -4.501987e-01
-4.502690e-01	 -1.483047e-01	 7.699918e-01	 6.216871e-01	 -4.502696e-01
-4.503504e-01	 -1.486986e-01	 7.708192e-01	 6.221207e-01	 -4.503511e-01
-4.504422e-01	 -1.491427e-01	 7.717522e-01	 6.226095e-01	 -4.504426e-01
-4.505444e-01	 -1.496364e-01	 7.727891e-01	 6.231527e-01	 -4.505449e-01
-4.506570e-01	 -1.501792e-01	 7.739286e-01	 6.237494e-01	 -4.506575e-01
-4.507798e-01	 -1.507703e-01	 7.751694e-01	 6.243992e-01	 -4.507804e-01
-4.509127e-01	 -1.514092e-01	 7.765102e-01	 6.251011e-01	 -4.509133e-01
-4.510558e-01	 -1.520952e-01	 7.779496e-01	 6.258545e-01	 -4.510564e-01
-4.512088e-01	 -1.528276e-01	 7.794860e-01	 6.266585e-01	 -4.512095e-01
-4.513718e-01	 -1.536058e-01	 7.811181e-01	 6.275124e-01	 -4.513725e-01
-4.515446e-01	 -1.544290e-01	 7.828443e-01	 6.284154e-01	 -4.515454e-01
-4.517271e-01	 -1.552968e-01	 7.846635e-01	 6.293668e-01	 -4.517276e-01
-4.519195e-01	 -1.562081e-01	 7.865736e-01	 6.303655e-01	 -4.519200e-01
-4.521215e-01	 -1.571624e-01	 7.885732e-01	 6.314108e-01	 -4.521220e-01
-4.523331e-01	 -1.581589e-01	 7.906609e-01	 6.325020e-01	 -4.523336e-01
-4.525542e-01	 -1.591970e-01	 7.928352e-01	 6.336382e-01	 -4.525548e-01
-4.527847e-01	 -1.602759e-01	 7.950944e-01	 6.348185e-01	 -4.527853e-01
-4.530246e-01	 -1.613949e-01	 7.974369e-01	 6.360421e-01	 -4.530253e-01
-4.532739e-01	 -1.625532e-01	 7.998613e-01	 6.373082e-01	 -4.532746e-01
-4.535324e-01	 -1.637501e-01	 8.023660e-01	 6.386159e-01	 -4.535331e-01
-4.538002e-01	 -1.649849e-01	 8.049493e-01	 6.399643e-01	 -4.538009e-01
-4.540771e-01	 -1.662569e-01	 8.076096e-01	 6.413528e-01	 -4.540778e-01
-4.543630e-01	 -1.675653e-01	 8.103455e-01	 6.427803e-01	 -4.543638e-01
-4.546580e-01	 -1.689093e-01	 8.131553e-01	 6.442460e-01	 -4.546588e-01
-4.549619e-01	 -1.702883e-01	 8.160375e-01	 6.457491e-01	 -4.549627e-01
-4.552748e-01	 -1.717016e-01	 8.189904e-01	 6.472889e-01	 -4.552756e-01
-4.555965e-01	 -1.731483e-01	 8.220126e-01	 6.488643e-01	 -4.555973e-01
-4.559270e-01	 -1.746278e-01	 8.251025e-01	 6.504747e-01	 -4.559278e-01
-4.562663e-01	 -1.761394e-01	 8.282584e-01	 6.521191e-01	 -4.562671e-01
-4.566142e-01	 -1.776823e-01	 8.314790e-01	 6.537968e-01	 -4.566151e-01
-4.569708e-01	 -1.792558e-01	 8.347627e-01	 6.555069e-01	 -4.569717e-01
-4.573360e-01	 -1.808593e-01	 8.381080e-01	 6.572486e-01	 -4.573368e-01
-4.577095e-01	 -1.824922e-01	 8.415136e-01	 6.590214e-01	 -4.577101e-01
-4.580917e-01	 -1.841535e-01	 8.449775e-01	 6.608240e-01	 -4.580923e-01
-4.584823e-01	 -1.858426e-01	 8.484985e-01	 6.626559e-01	 -4.584829e-01
-4.588813e-01	 -1.875590e-01	 8.520752e-01	 6.645162e-01	 -4.588819e-01
