2500
2.000000e-03
-4.500003e-01	 -1.764022e-01	 7.966530e-01	 6.202508e-01	 -4.500003e-01
-4.500014e-01	 -1.764063e-01	 7.966612e-01	 6.202549e-01	 -4.500014e-01
-4.500030e-01	 -1.764131e-01	 7.966748e-01	 6.202617e-01	 -4.500030e-01
-4.500054e-01	 -1.764227e-01	 7.966938e-01	 6.202712e-01	 -4.500054e-01
-4.500084e-01	 -1.764350e-01	 7.967183e-01	 6.202833e-01	 -4.500084e-01
-4.500121e-01	 -1.764500e-01	 7.967481e-01	 6.202981e-01	 -4.500121e-01
-4.500165e-01	 -1.764677e-01	 7.967834e-01	 6.203157e-01	 -4.500165e-01
-4.500216e-01	 -1.764882e-01	 7.968240e-01	 6.203358e-01	 -4.500216e-01
-4.500273e-01	 -1.765113e-01	 7.968700e-01	 6.203587e-01	 -4.500273e-01
-4.500336e-01	 -1.765371e-01	 7.969213e-01	 6.203842e-01	 -4.500336e-01
-4.500407e-01	 -1.765656e-01	 7.969779e-01	 6.204123e-01	 -4.500407e-01
-4.500484e-01	 -1.765968e-01	 7.970399e-01	 6.204431e-01	 -4.500484e-01
-4.500567e-01	 -1.766306e-01	 7.971071e-01	 6.204765e-01	 -4.500567e-01
-4.500658e-01	 -1.766672e-01	 7.971797e-01	 6.205125e-01	 -4.500658e-01
-4.500754e-01	 -1.767063e-01	 7.972575e-01	 6.205512e-01	 -4.500754e-01
-4.500858e-01	 -1.767482e-01	 7.973406e-01	 6.205924e-01	 -4.500858e-01
-4.500968e-01	 -1.767926e-01	 7.974289e-01	 6.206363e-01	 -4.500968e-01
-4.501084e-01	 -1.768398e-01	 7.975224e-01	 6.206827e-01	 -4.501084e-01
-4.501207e-01	 -1.768895e-01	 7.976212e-01	 6.207317e-01	 -4.501207e-01
-4.501336e-01	 -1.769419e-01	 7.977252e-01	 6.207833e-01	 -4.501336e-01
-4.501472e-01	 -1.769969e-01	 7.978343e-01	 6.208375e-01	 -4.501472e-01
-4.501615e-01	 -1.770545e-01	 7.979487e-01	 6.208942e-01	 -4.501615e-01
-4.501764e-01	 -1.771147e-01	 7.980681e-01	 6.209535e-01	 -4.501764e-01
-4.501919e-01	 -1.771775e-01	 7.981928e-01	 6.210153e-01	 -4.501919e-01
-4.502081e-01	 -1.772429e-01	 7.983225e-01	 6.210796e-01	 -4.502081e-01
-4.502249e-01	 -1.773109e-01	 7.984574e-01	 6.211465e-01	 -4.502249e-01
-4.502424e-01	 -1.773814e-01	 7.985973e-01	 6.212159e-01	 -4.502424e-01
-4.502605e-01	 -1.774545e-01	 7.987424e-01	 6.212878e-01	 -4.502605e-01
-4.502792e-01	 -1.775302e-01	 7.988925e-01	 6.213622e-01	 -4.502792e-01
-4.502986e-01	 -1.776085e-01	 7.990476e-01	 6.214391e-01	 -4.502986e-01
-4.503186e-01	 -1.776893e-01	 7.992078e-01	 6.215185e-01	 -4.503186e-01
-4.503393e-01	 -1.777726e-01	 7.993730e-01	 6.216004e-01	 -4.503393e-01
-4.503606e-01	 -1.778585e-01	 7.995432e-01	 6.216847e-01	 -4.503606e-01
-4.503825e-01	 -1.779469e-01	 7.997184e-01	 6.217715e-01	 -4.503825e-01
-4.504051e-01	 -1.780378e-01	 7.998986e-01	 6.218608e-01	 -4.504051e-01
-4.504283e-01	 -1.781312e-01	 8.000837e-01	 6.219525e-01	 -4.504283e-01
-4.504521e-01	 -1.782272e-01	 8.002737e-01	 6.220466e-01	 -4.504521e-01
-4.504765e-01	 -1.783256e-01	 8.004687e-01	 6.221431e-01	 -4.504765e-01
-4.505016e-01	 -1.784265e-01	 8.006686e-01	 6.222421e-01	 -4.505016e-01
-4.505273e-01	 -1.785299e-01	 8.008734e-01	 6.223435e-01	 -4.505273e-01
-4.505536e-01	 -1.786358e-01	 8.010830e-01	 6.224472e-01	 -4.505536e-01
-4.505805e-01	 -1.787441e-01	 8.012976e-01	 6.225534e-01	 -4.505805e-01
-4.506081e-01	 -1.788549e-01	 8.015169e-01	 6.226620e-01	 -4.506081e-01
-4.506363e-01	 -1.789682e-01	 8.017411e-01	 6.227729e-01	 -4.506363e-01
-4.506651e-01	 -1.790839e-01	 8.019701e-01	 6.228862e-01	 -4.506651e-01
-4.506945e-01	 -1.792020e-01	 8.022039e-01	 6.230018e-01	 -4.506945e-01
-4.507245e-01	 -1.793226e-01	 8.024424e-01	 6.231198e-01	 -4.507245e-01
-4.507552e-01	 -1.794456e-01	 8.026857e-01	 6.232401e-01	 -4.507552e-01
-4.507864e-01	 -1.795710e-01	 8.029338e-01	 6.233628e-01	 -4.507864e-01
-4.508183e-01	 -1.796988e-01	 8.031866e-01	 6.234877e-01	 -4.508183e-01
-4.508508e-01	 -1.798290e-01	 8.034441e-01	 6.236150e-01	 -4.508508e-01
-4.508839e-01	 -1.799616e-01	 8.037062e-01	 6.237446e-01	 -4.508839e-01
-4.509176e-01	 -1.800966e-01	 8.039731e-01	 6.238765e-01	 -4.509176e-01
-4.509519e-01	 -1.802340e-01	 8.042446e-01	 6.240107e-01	 -4.509519e-01
-4.509868e-01	 -1.803737e-01	 8.045208e-01	 6.241471e-01	 -4.509868e-01
-4.510223e-01	 -1.805158e-01	 8.048016e-01	 6.242858e-01	 -4.510223e-01
-4.510585e-01	 -1.806602e-01	 8.050870e-01	 6.244268e-01	 -4.510585e-01
-4.510952e-01	 -1.808070e-01	 8.053769e-01	 6.245700e-01	 -4.510952e-01
-4.511325e-01	 -1.809561e-01	 8.056715e-01	 6.247154e-01	 -4.511325e-01
-4.511705e-01	 -1.811075e-01	 8.059706e-01	 6.248631e-01	 -4.511705e-01
-4.512090e-01	 -1.812613e-01	 8.062742e-01	 6.250130e-01	 -4.512090e-01
-4.512482e-01	 -1.814173e-01	 8.065824e-01	 6.251651e-01	 -4.512482e-01
-4.512879e-01	 -1.815757e-01	 8.068951e-01	 6.253194e-01	 -4.512879e-01
-4.513282e-01	 -1.817364e-01	 8.072122e-01	 6.254759e-01	 -4.513282e-01
-4.513691e-01	 -1.818993e-01	 8.075339e-01	 6.256345e-01	 -4.513691e-01
-4.514107e-01	 -1.820646e-01	 8.078599e-01	 6.257954e-01	 -4.514107e-01
-4.514528e-01	 -1.822321e-01	 8.081905e-01	 6.259584e-01	 -4.514528e-01
-4.514955e-01	 -1.824018e-01	 8.085254e-01	 6.261236e-01	 -4.514955e-01
